rank,artist,track,scrobbles,lyrics,has_lyrics,lyrics_length,lyrics_word_count,lyrics_cache_path,tracks_fetched_at,compiled_at
432,Spectrasoul,Say What,17,"Put your t-shirt on
Lay my head down
I know you see me now
Ow, no-ow
When the light gets dark
I'm gonna make you stay
Give you a headstart
'Cause I like the chase

Yeah you say what you wanna say now
It's not the time to sit and wait around
Come close and you can find your way around
Yeah you say what you wanna say now
It's not the time to sit and wait around
Come close and you can find your way around

Gonna turn back time
Wanna control it
Can we slow it down
Down, down
Baby wait
Satiate
Give m...",True,1417,302,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/spectrasoul/say_what.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.011934
433,Steely Dan,Do It Again,17,"In the mornin' you go gunnin'
For the man who stole your water
And you fire 'til he is done in
But they catch you at the border
And the mourners are all sangin'
As they drag you by your feet
But the hangman isn't hangin'
And they put you on the street

Yeah, you go back, Jack, do it again
Wheel turnin' 'round and 'round
You go back, Jack, do it again

When you know she's no high climber
Then you find your only friend
In a room with your two timer
And you're sure you're near the end
Then you love...",True,1081,221,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/steely_dan/do_it_again.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.012079
434,Stone Temple Pilots,Down,17,"Go!

Pleased to meet you
Nice to know me
What's the message?
Will you show me?

I've been waitin'
A long time now
Now here's the answer
You're all mine now

Yeah, I've been a-waitin' for my Sunday girl
Yeah, I've been a-waitin' for my Sunday girl, now

Pleased to meet you
Nice to know me
What's the message?
Will you show me?

I've been waitin'
A long time now
Now here's the answer
You're all mine now

Yeah, I've been a-waitin' for my Sunday girl
Yeah, I've been a-waitin' for my Sunday girl, now
...",True,874,166,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/stone_temple_pilots/down.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.012218
435,Strunz & Farah,Bola,17,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.012249
436,The Black Keys,Everlasting Light,17,"Let me be your everlasting light
The sun when there is none
I'm a shepherd for you
And I'll guide you through
Let me be your everlasting light

Let me be your everlasting light
(Shoo-shoo-shoo-wa)
I'll hold and never scold
(Shoo-shoo-shoo-wa)
In me you can confide
When no one's by your side
Let me be your everlasting light
(Shoo-shoo-shoo-wa) Yeah

Oh baby, can't you see?
It's shining just for you
Loneliness is over
Dark days are through
They are through
(Shoo-shoo-shoo-shoo-shoo-shoo-shoo-wa)

...",True,783,128,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/black_keys_the/everlasting_light.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.012399
437,The Black Keys,Louise,17,"I said, Louise
The sweetest girl
I said, Louise
The sweetest girl
She called me to warm Chicago
Down the Gulf of Mexico

Now look here, Louise, you know you got to
To be your kin
Came right over and you wanna
Keep it hid, oh, Louise
The sweetest
She called me to warm Chicago
Down the gulf

Now look here, Louise, you know I don't
Be your kin
No, you came right over
Keep it hid
Oh, Louise, the sweet
She called me to warm Chicago
Now I’m goin'

Fade out on that?
Yeah",True,468,95,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/black_keys_the/louise.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.012546
438,The Bright Light Social Hour,Ghost Dance,17,"Nah nah nah nah nah nah

A glowing dawn of crowded eyes
Each a screaming pulsar
Wounded knees, dance 'til clean
The needles in the ghost
Grit, sand, silica
Demand perfect porcelain
Distant glimmers' ancient dust
Begs the flesh to rise


Cut like knives through black exhaust
A terror in full blossom
Whitewash dreams, blowing steam
We have not arrived
Grit, sand, silica
Ground to dense perfection
On the outskirts of consciousness
Together deep inside",True,452,75,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/bright_light_social_hour_the/ghost_dance.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.012697
439,The Bright Light Social Hour,Slipstream,17,"See y'all lay lying low
Feet held below
Dream of a golden age
Drifting alone
See y'all lay lying low
Days lost in tow
Dream of a golden age
Wake in the sow
Our earthly love will fall
A drop in the wave
Reach from the lone below
Ego give way",True,240,51,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/bright_light_social_hour_the/slipstream.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.012926
440,The Dave Brubeck Quartet,Take Five,17,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.012961
441,The Mars Volta,Cicatriz ESP,17,"Do you recall its name?
As it suggested beck and call, this face and heel
Will drag your halo through the mud, ash of Pompeii
Erupted in a statue's dust, shrouded in veils
Because these handcuffs hurt too much
Still scalping this ticketless applause
And when they drag the lake, there's nothing left at all

Sutured, contusion
Beyond the anthills of the dawning of this plague
Said, ""I've lost my way""
Even if this cul-de-sac would pay
To reach inside a vault
Whatever be the cost
Sterling-clear blac...",True,1634,284,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/mars_volta_the/cicatriz_esp.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.013102
442,The Police,Every Breath You Take,17,"Every breath you take
And every move you make
Every bond you break, every step you take
I'll be watching you

Every single day
And every word you say
Every game you play, every night you stay
I'll be watching you

Oh, can't you see?
You belong to me
How my poor heart aches
With every step you take

Every move you make
And every vow you break
Every smile you fake, every claim you stake
I'll be watching you

Since you've gone, I've been lost without a trace
I dream at night, I can only see your fa...",True,1909,362,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/police_the/every_breath_you_take.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.013251
443,The Presidents of the United States of America,Peaches,17,"Movin' to the country, I'm gonna eat a lot of peaches
I'm movin' to the country, I'm gonna eat me a lot of peaches
I'm movin' to the country, I'm gonna eat a lot of peaches
I'm movin' to the country, I'm gonna eat a lot of peaches

Peaches come from a can
They were put there by a man
In a factory downtown
And if I had my little way
I'd eat peaches every day
Sun-soakin' bulges in the shade

Movin' to the country, I'm gonna eat a lot of peaches
Movin' to the country, I'm gonna eat a lot of peaches...",True,1191,231,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/presidents_of_the_united_states_of_america_the/peaches.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.013416
444,The Prodigy,Spitfire,17,"If I was in World War II they'd call me ""Spitfire""
If I was in World War II they'd call me ""Spitfire""
If I was in World War II they'd call me ""Spitfire""
If I was in World War II they'd call me ""Spitfire""
Fire
Fire
Fire
'Cause you know that I can
'Cause you know that I can
If I was in World War II they'd call me ""Spitfire""
If I was in World War II they'd call me ""Spitfire""
If I was in World War II they'd call me ""Spitfire""
If I was in World War II they'd call me ""Spitfire""
Fire
Fire
Fire
'Cause y...",True,796,172,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/prodigy_the/spitfire.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.013558
445,Unkle featuring Josh Homme,Chemical Feat Josh Homme,17,"Up against the glass, rattling the tray
Breathless underwater, nevermind the rain

You, a faker
Use me up, and then destroy
You, a faker
Use me up, and then destroy

I'd let nature take control, but it's not possible
I'd embrace you all, but I'm on all these chemicals

You, a faker
Use me up, and then destroy
You, a faker
Use me up, and then destroy
You, a faker
You, a faker
Use me up, and then destroy",True,405,79,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/unkle_featuring_josh_homme/chemical_feat_josh_homme.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.013958
446,Van Halen,Hot for Teacher,17,"Oh wow, man, that's it
Wait a second, man
What do you think the teacher's gonna look like this year?
My butt, man
Oh, uh
Oh, yeah

T-t-teacher, stop that screamin', teacher, don't you see?
Don't wanna be no uptown fool
Maybe I should go to Hell, but I'm doin' well
And teacher needs to see me after school

I think of all the education that I missed
But then my homework was never quite like this

Ow, got it bad, got it bad, got it bad
I'm hot for teacher
I've got it bad, so bad
I'm hot for teacher...",True,1212,248,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/van_halen/hot_for_teacher.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.014269
447,Arcade Fire,Haiti,16,"Haïti, mon pays
Wounded mother I’ll never see
Ma famille set me free
Throw my ashes into the sea

Mes cousins, jamais nés
Hantent les nuits de Duvalier
Rien n'arrete nos esprits
Guns can’t kill what soldiers can’t see

In the forest we are hiding
Unmarked graves where flowers grow
Hear the soldiers angry yelling
In the river we will go

Tous les morts-nés forment une armée
Soon we will reclaim the earth
All the tears and all the bodies
Bring about our second birth

Haïti, never free
N'aie pas pe...",True,586,106,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/arcade_fire/haiti.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.014440
448,Beastie Boys,Shake Your Rump,16,"Now, I rock a house party at the drop of a hat
 (
Yeah
)
Now, I beat a biter down with an aluminum bat
A lot of people they be Jonesin' just to hear me rock the mic
They be staring at the radio
, 
staying up all night
So like a pimp, I'm pimpin', I got a boat to eat shrimp in
Nothing wrong with my leg, I'm just B-boy limpin'
Got arrested at the Mardi Gras for 
jumping on a floatMy man MCA's got a beard like a billy goat
""Ooh-ooh"" is my disco call
MCA (Ha-ha), I'm gettin' rope, y'all
Routines I b...",True,2279,443,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/beastie_boys/shake_your_rump.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.014611
449,Blondie,Atomic,16,"Uh-huh, make me tonight, tonight, make it right
Uh-huh, make me tonight, tonight, tonight

Oh, uh-huh, make it magnificent, tonight, right
Oh, your hair is beautiful, oh, tonight

Atomic


Tonight, make it magnificent, tonight, make me tonight

Your hair is beautiful, oh, tonight

Atomic
Oh, oh, atomic
Oh, oh
Oh, oh, atomic
Oh, oh, atomic
Oh, oh",True,347,57,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/blondie/atomic.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.014765
450,Cake,The Distance,16,"Reluctantly crouched at the starting line
Engines pumping and thumping in time
The green light flashes, the flags go up
Churning and burning, they yearn for the cup
They deftly maneuver and muscle for rank
Fuel burning fast on an empty tank
Reckless and wild, they pour through the turns
Their prowess is potent and secretly stern
As they speed through the finish, the flags go down
The fans get up and they get out of town
The arena is empty, except for one man
Still driving and striving as fast as...",True,2004,368,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/cake/the_distance.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.014949
451,Cypress Hill,Cock the Hammer,16,"I'm a chickenhawk huntin' for a chicken
Get paranoid when you hear my Glock clickin'
Speakin' to the punk that's tweakin'
With the bitch-ass styles I hit you like Deacon Jones
House call for Dr. Bones
I'll roll ya up and smoke you like cones
Split the seed and grow you like clones
Don't start me up 'cause I'm not the Rolling Stones
But I get stoned with a little help from my friends
With the good blend, then I passed it 'round back to me again
I can make you famous like Amos
Same as the last pun...",True,2081,394,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/cypress_hill/cock_the_hammer.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.015213
452,De La Soul,"A Roller Skating Jam Named ""Saturdays""",16,"It's Russ the Rush on Friday, kicking the ballistics on WRMS
Yo, I got a phonecall from a girl
She wants some, OK, and I say hold up, ha ha
Yo, dig this, we tryna get money here
WRMS, De La Soul, Saturday, y'all

(And rollerskates)
(And rollerskates)
(And rollerskates)

Girl meets boy on Thursday night
Boy was high, girl fly like kite
They hold hands until next day
Boy then lets go, hit his way
Boy rules butt, brags to his boys
Erection brings bad boy joys
Boy thinks of that big fat back
Big bla...",True,2897,537,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/de_la_soul/a_roller_skating_jam_named_saturdays.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.015395
453,deadmau5,Charlie can't dance,16,"Rock the beat
Rock the beat
Rock the beat
Rock the beat
Rock the beat
Rock the beat",True,83,18,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/deadmau5/charlie_cant_dance.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.015540
454,Deftones,Be Quiet and Drive (Far Away),16,"This town don't feel mine
I'm fast to get away, far


I dressed you in her clothes
So drive me, far
Away
Away
Away


It feels good to know you're all mine
Now drive me, far
Away
Away
Away

Far (Away)
I don't care where, just far (Away)
I don't care where, just far (Away)
I don't care where, just far (Away)
I don't care

Far (Away)
I don't care where, just far (Away)
I don't care where, just far (Away)
I don't care where, just far (Away)
I don't care
Far (Away)
I don't care where, just far (Away)...",True,817,161,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/deftones/be_quiet_and_drive_far_away.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.015701
455,Depeche Mode,It's No Good,16,"I'm gonna take my time
I have all the time in the world
To make you mine
It is written in the stars above
The gods decree
You'll be right here by my side
Right next to me
You can run, but you cannot hide

Don't say you want me
Don't say you need me
Don't say you love me
It's understood
Don't say you're happy
Out there without me
I know you can't be
'Cause it's no good

I'll be fine
I'll be waiting patiently
'Til you see the signs
And come running to my open arms
When will you realise?
Do we have...",True,1191,248,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/depeche_mode/its_no_good.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.015846
456,Desert Sessions,Subcutaneus Phat,16,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.015882
457,Dietrich Buxtehude,"Sonata in A-Moll, BuxWV 272: Sonata in A-Moll, BuxWV 272: III. [Passacaglia]",16,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.015916
458,Dstar Featuring MC Steele,Mirror Image,16,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.015946
459,Hall & Oates,Kiss on My List,16,"My friends wonder why I call you all the time, what can I say?
I don't feel the need to give such secrets away
You think maybe I need help, though I know I'm right, alright
I'm just better off not listening to friends' advice

When they insist on knowing my bliss
I tell them this
When they wanna know what the reason is
I only smile when I lie, then I tell them why

Because your kiss, your kiss is on my list
Because your kiss, your kiss is on my list
Because your kiss is on my list of the best th...",True,1915,395,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/hall_oates/kiss_on_my_list.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.016102
460,Heinrich Ignaz Franz von Biber,"Mystery (Rosary) Sonata No. 1, ""The Annunciation"": I. Praeludium",16,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.016139
461,How to Destroy Angels,The Space in Between,16,"All our blood lying on the floor
Sense the crowd expecting something more
Opened up, proudly on display
What we tried so hard to hide away

Blinding light illuminates the scene
Try to fill the spaces in between

Arms entwined in a final pose
Narrative drawing to a close
Still remain the things we couldn't kill
In your eyes I can see it still
How we choose the framing of the scene
Hate begins to spill across the screen

Blinding light illuminates the scene
Try to fill the spaces in between",True,493,91,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/how_to_destroy_angels/the_space_in_between.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.016288
462,James Brown,Soulful Christmas,16,"I ain't talkin' just to tease
People like you, they don't grow on trees
Look at you, that's what it's gonna be
Have everything I need
Around my soulful Christmas tree
Merry Christmas, happy New Year
I love you, have good cheer
I love you, good God
Got my baby, my precious love
Happiness, good God, I got plenty of
Would you believe I got peace of mind
And I'll be groovin' at Christmas time
Merry Christmas, happy New Year
May you have a good cheer
I love you, James Brown love you
Your luck is so a...",True,1353,271,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/james_brown/soulful_christmas.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.016438
463,Khruangbin,People Everywhere (Still Alive),16,"Still alive
Still alive
Still alive
Still alive
Still alive, still alive
Still alive, still alive
Still alive, still alive
Still alive, still alive
Ooh!",True,152,25,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/khruangbin/people_everywhere_still_alive.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.016585
464,Lara & Reyes,Amor De Lejos,16,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.016619
465,M.I.A.,The Message,16,"Connected to the Google
Connected to the government
Connected to the Google
Connected to the government
Headbone connected to the neckbone
Neckbone connected to the armbone
Armbone connected to the handbone
Handbone connected to the internet
Connected to the Google
Connected to the government
Connected to the Google
Connected to the government
Connected to the Google
Connected to the government
Connected to the Google
Connected to the government
Connected to the Google
Connected to the governmen...",True,780,118,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/mia/the_message.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.016769
466,Mad Season,Lifeless Dead,16,"Lifeless dead, that unclean bed
'Til or when her hunger's fed
How he'd wished that they would wed
""I promise on our love,"" she said
Promises were never kept
Alone on dirty floor he slept

Yeah, lifeless dead

And although he'd not accept
She was gone and so he wept
Then a demon came to him
""You must know, I'm gonna win""

Yeah, lifeless dead

He said, she said
She led him dead
He said, ""We bled""
She said, ""Not fed""


Lifeless dead, lifeless dead
Lifeless dead, lifeless dead
Lifeless dead, lifeles...",True,622,109,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/mad_season/lifeless_dead.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.016921
467,Mark Lanegan,Beehive,16,"Scenes of dying light
Everywhere through a firecracker summer
Suddenly alone in a beehive
With a spider crawling along my spine

Blue water down from the mountains
Washed across the killing floor
Blood rushing up from a fountain
Can't undo a thing no more
I drag my chair to the window
And listen to the swarm

Beehive
Beehive
Honey just gets me stoned when I'm living
Bell rung
And stung
Honey just gets me stoned
Just gets me stoned

Scenes of dying love
In my head buzzed as a bees nest
Hanging do...",True,1015,187,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/mark_lanegan/beehive.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.017073
468,PJ Harvey,Long Snake Moan,16,"Dunk you under
Deep salt water
Bring me, lover
All your power
I'll be no hell
Out of your spell
Over, under
Die of pleasure

In my dreaming
You'll be drowning
Hell's low, God above
All drunk on my love

You oughta hear my long snake moan
You oughta see me from my throne

Dunk you under
Deep salt water
In my dreaming
You'll be drowning
Raise me up, lord
Call me Lazarus
Hey, Lord, heal me
Make ready my veil

You oughta hear my long snake moan
You oughta see me from my throne

It's my voodoo workin...",True,610,119,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/pj_harvey/long_snake_moan.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.017237
469,Primus,My Name Is Mud,16,"My name is Mud
My name is Mud

Not to be confused with Bill or Jack or Pete or Dennis
My name is Mud, it's always been
'Cause I'm the most boring sonsabitch you've ever seen
I dress in blue, yes, navy blue
From head to toe I'm rather drab except my patent shoes
I make 'em shine, well most the time
'Cept today my feet were trodden on by this friend of mine
Six foot two and rude as hell
I got to get him in the ground before he starts to smell

My name is Mud


My name is Mud
But call me Aloysius D...",True,1007,204,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/primus/my_name_is_mud.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.017412
470,Queens of the Stone Age,Long Slow Goodbye (live),16,"Where have you gone again my sweet?
Everybody wants to know
Where have you gone again my sweet?
Everybody wants to know
Where you gone?
Where you gone?

I'm just a ghost, I'm on your street
Waiting, when you coming home?
I'm just a ghost, I'm on your street
Waiting, when you coming home?
Gone so long
Where you gone?

On a long slow goodbye?
On a long slow goodbye

In every voice, I hear you speak
Waiting by the telephone
I close my eyes, I just can't sleep
Roll and tumble all night long
All nigh...",True,812,160,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/queens_of_the_stone_age/long_slow_goodbye_live.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.017567
471,Red Hot Chili Peppers,Give It Away,16,"Oh, oh

What I got, you got to give it to your mamma
What I got, you've got to give it to your pappa
What I got, you got to give it to your daughter
You do a little dance and then you drink a little water
What I got, you got to get it put it in you
What I got, you got to get it put it in you
What I got, you got to get it put it in you
Reeling with the feeling, don't stop, continue
I realize I don't want to be a miser
Confide with Sly, you'll be the wiser
Young blood is the lovin' upriser
How com...",True,3187,692,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/red_hot_chili_peppers/give_it_away.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.017728
472,Red Hot Chili Peppers,Taste the Pain,16,"Flat on my back in a lonely sprawl
I stare at the ceiling 'cause I cannot fall
Asleep tonight
No, not at all
Headlights flash across my bedroom wall
The crying eyes open 'cause I cannot fall
In love with you
No, not at all

Walk away and taste the pain
Come again some other day
Aren't you glad you weren't afraid
Funny how the price gets paid
Walk away and taste the pain
Come again some other day
But aren't you glad you weren't afraid
Funny how the price gets paid

Busted in two like a brittle st...",True,1522,298,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/red_hot_chili_peppers/taste_the_pain.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.017876
473,Rival Sons,Look Away,16,"You watch the incision
On your very own children on your television
In your own reflection
You deny the protection of your own infection

I can hear you calling me
I recognize your voice
Saying ""Don't look away""
I won't look away, I won't look away

You watch the distribution
Of a mass confusion spread by the institution
Sell your inclusion of you and your own illusion
Instead of thinking you're the solution

I can hear you calling me
I recognize your voice
Saying ""Don't look away""
I won't look ...",True,900,162,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/rival_sons/look_away.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.018014
474,The Black Keys,"Sad Days, Lonely Nights",16,"My mama told me
When I was a child
She said, ""Son, gonna have hard days""
My daddy told me too
He said, ""Son, gonna have sad days, lonely nights""
Sittin' alone, head hung down
Tears runnin' down
Sad days, lonely nights
Done overtaken me

Sometimes I sit alone
I wonder about things
My mama and daddy told me
Sad days, lonely nights
Done overtaken me

Sometimes I sit alone
And I wonder about things
My mama and daddy told me
Sad days, lonely nights
Done overtaken me",True,465,88,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/black_keys_the/sad_days_lonely_nights.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.018143
475,The Brian Jonestown Massacre,Anemone,16,"I, I think I know how I feel
'Cause I, I only play it for real
You should be picking me up
Instead you're dragging me down
You're flying over my head
You're landing all over town

You, you know that I try
Try to tell you the truth
Oh, baby, don't make me cry
You should be picking me up
Instead you're dragging me down
Now I'm missing you more (More)
'Cause, baby, you're not around
Now that you're not around

I, I want to know how it feels
'Cause I, I only play it for real
You should be picking me...",True,1037,200,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/brian_jonestown_massacre_the/anemone.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.018285
476,The Heavy Eyes,The Profession,16,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.018316
477,The Presidents of the United States of America,Kitty,16,"Meow, meow, meow-meow, meow-meow
Meow, meow
Meow, meow

Little bag of bones been out all night (Meow, meow)
Little bag of bones been out all night (Meow, meow)
Can you hear him scratchin' at the screen door? (Meow)
Can you hear him scratchin' at the screen door? (Meow)
Little bag of bones been out all night (Meow, meow)
He needs some pettin' and lovin' on his head (Meow, meow)
He needs some pettin' and lovin' on his rain-soaked hide (Meow, meow)
He's circlin' 'round my ankle (Meow)
He's circlin'...",True,2127,422,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/presidents_of_the_united_states_of_america_the/kitty.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:36.018464
